;0;1
0;noNeed;
1;noNeed;
2;simulation_time;32.1
3;agents_distance_walked;{6: 37.14271128668123}
4;average_distance_walked;37.14271128668123
5;agents_speeds;{6: 1.1570938095539323}
6;average_speed;1.1570938095539323
7;average_density;1.0
8;average_time;32.1
9;new_metric;2.5595575229110104
10;cassol_metric;2.076261652176003
11;normalized_total_simulation_time;32.1
12;normalized_average_simulation_time;32.1
13;normalized_average_speed;1.1570938095539323
14;normalized_average_distance_walked;37.14271128668123
15;minimum_simulation_time;32.1
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;24
20;maximum_cell_density_id;0-28
21;maximum_agent_speed;1.2000000000000848
22;minimum_agent_speed;0.9023262549922825
23;maximum_distance_walked;37.14271128668123
24;minimum_distance_walked;37.14271128668123
